id,설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치년월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자
7965,지천보건지소,1층 예방접종실 입구,경상북도,칠곡군,관공서,LGU+,PUBLIC WiFi FREE,2014-1-1,경상북도 칠곡군 지천면 신동로 171,경상북도 칠곡군 지천면 신리 357-1,경상북도 칠곡군청,054-979-6374,35.9560931,128.4910501,2016-06-10
7966,칠곡군청,1층 민원실 1번 창구 위,경상북도,칠곡군,관공서,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 왜관읍 군청1길 80,경상북도 칠곡군 왜관읍 왜관리 177-1,경상북도 칠곡군청,054-979-6374,35.9958102,128.3928261,2016-06-10
7967,칠곡군청,1층 갤러리존 컴퓨터 책상 위,경상북도,칠곡군,관공서,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 왜관읍 군청1길 81,경상북도 칠곡군 왜관읍 왜관리 177-2,경상북도 칠곡군청,054-979-6374,35.9818789,128.3869247,2016-06-10
7968,왜관읍사무소,1층 정보이용시설 좌측 천정,경상북도,칠곡군,관공서,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 왜관읍 2번도로길 16,경상북도 칠곡군 왜관읍 왜관리 281-9,경상북도 칠곡군청,054-979-6374,35.9888047,128.3889267,2016-06-10
7969,북삼읍사무소,1층 상담실 위 천정,경상북도,칠곡군,관공서,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 북삼읍 인평1길 6,경상북도 칠곡군 북삼읍 인평리 365-1,경상북도 칠곡군청,054-979-6374,36.0627898,128.3340941,2016-06-10
7970,석적읍사무소,총무담당 우측 천정,경상북도,칠곡군,관공서,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 석적읍 남율로7길 7,경상북도 칠곡군 석적읍 남율리 548,경상북도 칠곡군청,054-979-6374,36.0663108,128.3920173,2016-06-10
7971,석적읍사무소,민원담당 천정,경상북도,칠곡군,관공서,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 석적읍 남율로7길 7,경상북도 칠곡군 석적읍 남율리 548,경상북도 칠곡군청,054-979-6374,36.0663108,128.3920173,2016-06-10
7972,석적읍사무소,사무실 좌측 입구 천정,경상북도,칠곡군,관공서,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 석적읍 남율로7길 7,경상북도 칠곡군 석적읍 남율리 548,경상북도 칠곡군청,054-979-6374,36.0663108,128.3920173,2016-06-10
7973,지천면사무소,민원실 우측 천정,경상북도,칠곡군,관공서,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 지천면 신동로 171,경상북도 칠곡군 지천면 신리 357-1,경상북도 칠곡군청,054-979-6374,35.956069,128.482208,2016-06-10
7974,동명면사무소,1층 사무실 우측 천정,경상북도,칠곡군,관공서,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 동명면 금암중앙길 56,경상북도 칠곡군 동명면 금암리 231-6,경상북도 칠곡군청,054-979-6374,35.9838913,128.5449739,2016-06-10
7975,동명면사무소,2층 강당 좌측 모서리,경상북도,칠곡군,관공서,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 동명면 금암중앙길 56,경상북도 칠곡군 동명면 금암리 231-6,경상북도 칠곡군청,054-979-6374,35.9838913,128.5449739,2016-06-10
7976,동명면사무소,3층 도서실 출입문 좌측 천정,경상북도,칠곡군,관공서,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 동명면 금암중앙길 56,경상북도 칠곡군 동명면 금암리 231-6,경상북도 칠곡군청,054-979-6374,35.9838913,128.5449739,2016-06-10
7977,가산면사무소,민원실 지하층 내려가는  천정,경상북도,칠곡군,관공서,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 가산면 경북대로 1570,경상북도 칠곡군 가산면 천평리 139-2,경상북도 칠곡군청,054-979-6374,36.0859724,128.5302168,2016-06-10
7978,약목면사무소,사무실 우측 천정,경상북도,칠곡군,관공서,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 약목면 복성1길 15,경상북도 칠곡군 복성리 1004,경상북도 칠곡군청,054-979-6374,36.0325867,128.3547745,2016-06-10
7979,약목면사무소,회의실 우측 모서리,경상북도,칠곡군,관공서,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 약목면 복성1길 15,경상북도 칠곡군 복성리 1004,경상북도 칠곡군청,054-979-6374,36.0325867,128.3547745,2016-06-10
7980,약목면사무소,사무실 입구 천정,경상북도,칠곡군,관공서,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 약목면 복성1길 15,경상북도 칠곡군 복성리 1004,경상북도 칠곡군청,054-979-6374,36.0325867,128.3547745,2016-06-10
7981,기산면사무소,민원인용 컴퓨터 위 천정,경상북도,칠곡군,관공서,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 기산면 주산로 1213,경상북도 칠곡군 기산면 죽전리 294-13,경상북도 칠곡군청,054-979-6374,35.9865109,128.3736632,2016-06-10
7982,교육문화회관,1층 사무실 입구 천정,경상북도,칠곡군,종합복지시설,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 왜관읍 관문로 1길 32,경상북도 칠곡군 왜관읍 석전리 254,경상북도 칠곡군청,054-979-6374,35.9917777,128.408683,2016-06-10
7983,교육문화회관,2층 강당 입구 천정,경상북도,칠곡군,종합복지시설,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 왜관읍 관문로 1길 32,경상북도 칠곡군 왜관읍 석전리 254,경상북도 칠곡군청,054-979-6374,35.9917777,128.408683,2016-06-10
7984,사회교육관,1층 로비(지하내려가는 쪽),경상북도,칠곡군,종합복지시설,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 왜관읍 관문로 1길 32,경상북도 칠곡군 왜관읍 석전리 254,경상북도 칠곡군청,054-979-6374,35.9917777,128.408683,2016-06-10
7985,평생학습관,1층 로비(중앙 홀),경상북도,칠곡군,종합복지시설,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 왜관읍 관문로 1길 32,경상북도 칠곡군 왜관읍 석전리 254,경상북도 칠곡군청,054-979-6374,35.9917777,128.408683,2016-06-10
7986,장애인복지관,1층 로비 좌측 천정,경상북도,칠곡군,장애인복지시설,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 왜관읍 석전리 관문로1길 28,경상북도 칠곡군 왜관읍 석전리 262-4,경상북도 칠곡군청,054-979-6374,35.9906591,128.4089699,2016-06-10
7987,노인복지관,1층 로비 우측 천정,경상북도,칠곡군,노인복지시설,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 왜관읍 2번도로길 21,경상북도 칠곡군 왜관읍 왜관리 273-1,경상북도 칠곡군청,054-979-6374,35.9896434,128.3884929,2016-06-10
7988,동명면평생학습복지센터,1층 관리사무실 천정,경상북도,칠곡군,종합복지시설,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 동명면 팔거천2길 9,경상북도 칠곡군 동명면 금암리 285,경상북도 칠곡군청,054-979-6374,35.9853985,128.5435394,2016-06-10
7989,가산면평생학습복지센터,1층 로비 천정,경상북도,칠곡군,종합복지시설,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 가산면  경북대로 1552,경상북도 칠곡군 가산면 천평리 127,경상북도 칠곡군청,054-979-6374,36.0840911,128.5306936,2016-06-10
7990,기산면평생학습복지센터,정보화교육장 안 좌측 천정,경상북도,칠곡군,종합복지시설,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 기산면 주산로 1220-1,경상북도 칠곡군 기산면 죽전리 317-2,경상북도 칠곡군청,054-979-6374,35.9864923,128.3758368,2016-06-10
7991,드림스타트,사무실좌측 천정,경상북도,칠곡군,아동복지시설,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 왜관읍 중앙로 184,경상북도 칠곡군 왜관읍 왜관리 227-8,경상북도 칠곡군청,054-979-6374,35.9913313,128.390766,2016-06-10
7992,왜관시장,시장중앙상가 아케이드 위(경북상회 위),경상북도,칠곡군,시장,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 왜관읍 시장1길 7,경상북도 칠곡군 왜관읍 왜관리 227-8,경상북도 칠곡군청,054-979-6374,35.9913313,128.390766,2016-06-10
7993,왜관시장,서울한복 건물 위,경상북도,칠곡군,시장,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 왜관읍 시장1길 7,경상북도 칠곡군 왜관읍 왜관리 227-8,경상북도 칠곡군청,054-979-6374,35.9913313,128.390766,2016-06-10
7994,동명시장,시장 주차장 아케이드 위,경상북도,칠곡군,시장,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 동명면 금암4길 8,경상북도 칠곡군 동명면 금암리 231-1,경상북도 칠곡군청,054-979-6374,35.9832003,128.5452895,2016-06-10
7995,동명시장,시장 안 닭집 앞 전주,경상북도,칠곡군,시장,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 동명면 금암4길 8,경상북도 칠곡군 동명면 금암리 231-1,경상북도 칠곡군청,054-979-6374,35.9832003,128.5452895,2016-06-10
7996,약목시장,시장 입구 아케이드 위,경상북도,칠곡군,시장,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 약목면 약목로1길 5-1,경상북도 칠곡군 약목면 복성리 949-10,경상북도 칠곡군청,054-979-6374,36.0324449,128.357225,2016-06-10
7997,약목시장,시장 뒤쪽 아케이드 위,경상북도,칠곡군,시장,LGU+,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 약목면 약목로1길 5-1,경상북도 칠곡군 약목면 복성리 949-10,경상북도 칠곡군청,054-979-6374,36.0324449,128.357225,2016-06-10
7998,그루터기지역아동센터,1층 교육실 벽면,경상북도,칠곡군,아동복지시설,SKT,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 왜관읍 석전로 64,경상북도 칠곡군 왜관읍 석전리 583-4,경상북도 칠곡군청,054-979-6374,35.9992016,128.3958236,2016-06-10
7999,그루터기지역아동센터,1층 상담실 벽면,경상북도,칠곡군,아동복지시설,SKT,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 왜관읍 석전로 64,경상북도 칠곡군 왜관읍 석전리 583-4,경상북도 칠곡군청,054-979-6374,35.9992016,128.3958236,2016-06-10
8000,베다니지역아동센터,2층 상담실 천정,경상북도,칠곡군,아동복지시설,SKT,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 왜관읍 중앙로 123-26,경상북도 칠곡군 왜관읍 왜관리 776-100,경상북도 칠곡군청,054-979-6374,35.9862633,128.3888497,2016-06-10
8001,베다니지역아동센터,2층 도서관 천정,경상북도,칠곡군,아동복지시설,SKT,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 왜관읍 중앙로 123-26,경상북도 칠곡군 왜관읍 왜관리 776-100,경상북도 칠곡군청,054-979-6374,35.9862633,128.3888497,2016-06-10
8002,북삼지역아동센터,1층 중앙홀 천정,경상북도,칠곡군,아동복지시설,SKT,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 북삼읍 인강2길 27-12,경상북도 칠곡군 북삼읍 인평리 282,경상북도 칠곡군청,054-979-6374,36.0677004,128.3330153,2016-06-10
8003,엘리트지역아동센터,1층 사무실 우측 벽면,경상북도,칠곡군,아동복지시설,SKT,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군  평장4길 22,경상북도 칠곡군 왜관읍 왜관리 373-6,경상북도 칠곡군청,054-979-6374,35.9867179,128.3992044,2016-06-10
8004,엘리트지역아동센터,2층 중앙 벽면,경상북도,칠곡군,아동복지시설,SKT,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군  평장4길 22,경상북도 칠곡군 왜관읍 왜관리 373-6,경상북도 칠곡군청,054-979-6374,35.9867179,128.3992044,2016-06-10
8005,엘리트지역아동센터,3층 창문 위 벽면,경상북도,칠곡군,아동복지시설,SKT,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군  평장4길 22,경상북도 칠곡군 왜관읍 왜관리 373-6,경상북도 칠곡군청,054-979-6374,35.9867179,128.3992044,2016-06-10
8006,위즈지역아동센터,1층 놀이방 천정,경상북도,칠곡군,아동복지시설,SKT,PUBLIC WiFi FREE,2014-11-1,경상북도 칠곡군 북삼읍 금오대로10길 23,경상북도 칠곡군 북삼읍 인평리 1031-13,경상북도 칠곡군청,054-979-6374,36.0691872,128.3418874,2016-06-10
8007,칠곡오토캠핑장,캠핑장 내 가로등,경상북도,칠곡군,캠핑장,현대HCN 새로넷방송,HCN,2014-11-1,,경상북도 칠곡군 약목면 관호리 8,경상북도 시설관리사업소,054-979-5523,36.0224659,128.3866838,2016-06-10
8008,칠곡오토캠핑장,캠핑장 내 가로등,경상북도,칠곡군,캠핑장,현대HCN 새로넷방송,HCN,2014-11-1,,경상북도 칠곡군 약목면 관호리 8,경상북도 시설관리사업소,054-979-5523,36.0224659,128.3866838,2016-06-10
8009,칠곡오토캠핑장,캠핑장 내 가로등,경상북도,칠곡군,캠핑장,현대HCN 새로넷방송,HCN,2014-10-1,,경상북도 칠곡군 약목면 관호리 8,경상북도 시설관리사업소,054-979-5523,36.0224659,128.3866838,2016-06-10
8010,시설관리사업소,기념관 내 1층,경상북도,칠곡군,관공서,현대HCN 새로넷방송,HCN,2014-10-1,경상북도 칠곡군 석적읍 강변대로 1580,경상북도 칠곡군 석적읍 중지리 산33,경상북도 시설관리사업소,054-979-5523,36.0187027,128.4011481,2016-06-10
8011,시설관리사업소,기념관 내 1층,경상북도,칠곡군,관공서,현대HCN 새로넷방송,HCN,2014-10-1,경상북도 칠곡군 석적읍 강변대로 1580,경상북도 칠곡군 석적읍 중지리 산34,경상북도 시설관리사업소,054-979-5523,36.0187027,128.4011481,2016-06-10
8012,시설관리사업소,기념관 내 1층,경상북도,칠곡군,관공서,현대HCN 새로넷방송,HCN,2014-10-1,경상북도 칠곡군 석적읍 강변대로 1580,경상북도 칠곡군 석적읍 중지리 산35,경상북도 시설관리사업소,054-979-5523,36.0187027,128.4011481,2016-06-10
8013,시설관리사업소,기념관 식당 3층,경상북도,칠곡군,관공서,현대HCN 새로넷방송,HCN,2014-10-1,경상북도 칠곡군 석적읍 강변대로 1580,경상북도 칠곡군 석적읍 중지리 산36,경상북도 시설관리사업소,054-979-5523,36.0187027,128.4011481,2016-06-10
8014,시설관리사업소,기념관 카페테리아 4층,경상북도,칠곡군,관공서,현대HCN 새로넷방송,HCN,2014-10-1,경상북도 칠곡군 석적읍 강변대로 1580,경상북도 칠곡군 석적읍 중지리 산37,경상북도 시설관리사업소,054-979-5523,36.0187027,128.4011481,2016-06-10
8015,시설관리사업소,3층 사무실 내,경상북도,칠곡군,관공서,현대HCN 새로넷방송,HCN,2014-10-1,경상북도 칠곡군 석적읍 강변대로 1580,경상북도 칠곡군 석적읍 중지리 산38,경상북도 시설관리사업소,054-979-5523,36.0187027,128.4011481,2016-06-10
8016,통영육아원,전체,경상남도,통영시,서민·복지시설,KT,,2014-1-1,경상남도 통영시 도남로 304-8,경상남도 통영시 도남동 131,한국정보화진흥원,1899-4876,34.824574,128.433846,2015-03-25
8017,가오치여객터미널,전체,경상남도,통영시,교통시설,KT,,2014-1-1,경상남도 통영시 도산면 도산일주로 542-55,경상남도 통영시 도산면 오륜리 1048-14,한국정보화진흥원,1899-4876,34.908412,128.313825,2015-03-25
8018,여성문화센터,여성문화센터,전라북도,남원시,관공서,KT,NESPOT,2014-1-1,전라북도 남원시 요천로 1283,전라북도 남원시 조산동 455,전라북도 남원시청,063-620-6220,35.397634,127.363671,2016-09-02
8019,남원우주항공천문대,남원우주항공천문대,전라북도,남원시,지역문화시설,KT,NESPOT,2014-1-1,전라북도 남원시 양림길 48-63,전라북도 남원시 노암동 1-1,전라북도 남원시청,063-620-6220,35.399066,127.387361,2016-09-02
8020,테마파크,테마파크,전라북도,남원시,지역문화시설,KT,NESPOT,2014-1-1,전라북도 남원시 양림길 14-9,전라북도 남원시 어현동 37-158,전라북도 남원시청,063-620-6220,35.401632,127.386732,2016-09-02
8021,혼불문학관,혼불문학관,전라북도,남원시,지역문화시설,KT,NESPOT,2014-1-1,전라북도 남원시 노봉안길 52,전라북도 남원시 사매면 서도리 522,전라북도 남원시청,063-620-6220,35.480873,127.320031,2016-09-02
8022,국악의성지,국악의성지,전라북도,남원시,지역문화시설,KT,NESPOT,2014-1-1,전라북도 남원시 비전길 69,전라북도 남원시 운봉읍 가산리 244,전라북도 남원시청,063-620-6220,35.459318,127.569122,2016-09-02
8023,남원 보건소,남원 보건소,전라북도,남원시,관공서,LGU+,U+ 존,2014-1-1,전라북도 남원시 요천로 1285,전라북도 남원시 조산동 455,전라북도 남원시청,063-620-6220,35.357632,127.363671,2016-09-02
8024,운봉 보건지소,운봉 보건지소,전라북도,남원시,관공서,KT,NESPOT,2014-1-1,전라북도 남원시 운봉면 황산로 1083,전라북도 남원시 운봉읍 서천리 347-13,전라북도 남원시청,063-620-6220,35.416361,127.390492,2016-09-02
8025,주천 보건지소,주천 보건지소,전라북도,남원시,관공서,KT,NESPOT,2014-1-1,전라북도 남원시 주천면 정령치로 55,전라북도 남원시 주천면 장안리 345-23,전라북도 남원시청,063-620-6220,35.390722,127.441412,2016-09-02
8026,수지 보건지소,수지 보건지소,전라북도,남원시,관공서,KT,NESPOT,2014-1-1,전라북도 남원시 수지면 고주로 635-10,전라북도 남원시 수지면 호곡리 976-345,전라북도 남원시청,063-620-6220,35.339477,127.371912,2016-09-02
8027,장교 보건진료소,장교 보건진료소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 운봉읍 고남로 103,전라북도 남원시 운봉읍 장교리 1062-10,전라북도 남원시청,063-620-6220,35.455587,127.500722,2016-09-02
8028,운봉 공안보건진료소,운봉 공안보건진료소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 운봉읍 공안길 59,전라북도 남원시 운봉읍 공안리 393-1,전라북도 남원시청,063-620-6220,35.409826,127.530452,2016-09-02
8029,운봉 매요보건진료소,운봉 매요보건진료소,전라북도,남원시,관공서,KT,NESPOT,2014-1-1,전라북도 남원시 운봉읍 매요길 51,전라북도 남원시 운봉읍 매요리 452-3,전라북도 남원시청,063-620-6220,35.469064,127.540096,2016-09-02
8030,청소년문화의집,청소년문화의집,전라북도,남원시,지역문화시설,LGU+,U+ 존,2014-1-1,전라북도 남원시 금동로 50,전라북도 남원시 금동 347-2,전라북도 남원시청,063-620-6220,35.402441,127.375324,2016-09-02
8031,남원 공설시장,남원 공설시장,전라북도,남원시,편의시설,SKT,T브로,2014-1-1,전라북도 남원시 의총로 51,전라북도 남원시 금동 264-1,전라북도 남원시청,063-620-6220,35.404812,127.375346,2016-09-02
8032,인월전통시장,인월전통시장,전라북도,남원시,편의시설,SKT,T브로,2014-1-1,전라북도 남원시 인월면 인월로 59-1,전라북도 남원시 인월면 인월리 251-1,전라북도 남원시청,063-620-6220,35.461001,127.601782,2016-09-02
8033,용남시장,용남시장,전라북도,남원시,편의시설,SKT,T브로,2014-1-1,전라북도 남원시 동헌길 10,전라북도 남원시 하정동 138,전라북도 남원시청,063-620-6220,35.407045,127.377013,2016-09-02
8034,노인복지회관,노인복지회관,전라북도,남원시,편의시설,SKT,T브로,2014-1-1,전라북도 남원시 금동로 50,전라북도 남원시 금동 347-2,전라북도 남원시청,063-620-6220,35.402404,127.375324,2016-09-02
8035,편한세상,편한세상,전라북도,남원시,기타,SKT,T브로,2014-1-1,전라북도 남원시 대산면 대곡신계길 369,전라북도 남원시 대산면 신계리 431-2,전라북도 남원시청,063-620-6220,35.423541,127.303214,2016-09-02
8036,남원시 장애인복지관,남원시 장애인복지관,전라북도,남원시,기타,SKT,T브로,2014-1-1,전라북도 남원시 이백면 닭뫼안길 87,전라북도 남원시 이백면 남계리 343-3,전라북도 남원시청,063-620-6220,35.452706,127.441762,2016-09-02
8037,운봉 읍사무소,운봉 읍사무소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 운봉읍 황산로 1083,전라북도 남원시 운봉읍 서천리 347-13,전라북도 남원시청,063-620-6220,35.439512,127.529157,2016-09-02
8038,주천 면사무소,주천 면사무소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 주천면 정령치로 61,전라북도 남원시 주천면 장안리 189-2,전라북도 남원시청,063-620-6220,35.391014,127.442232,2016-09-02
8039,수지 면사무소,수지 면사무소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 수지면 고주로 623-10,전라북도 남원시 수지면 호곡리 976-76,전라북도 남원시청,063-620-6220,35.339212,127.371333,2016-09-02
8040,송동 면사무소,송동 면사무소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 송동면 송기길 56,전라북도 남원시 송동면 송기리 362,전라북도 남원시청,063-620-6220,35.354722,127.337113,2016-09-02
8041,주생 면사무소,주생 면사무소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 주생면 요천로 821,전라북도 남원시 주생면 제천리 9-4,전라북도 남원시청,063-620-6220,35.378712,127.321463,2016-09-02
8042,일광면사무소,민원실,부산광역시,기장군,관공서,KT,,2014-7-1,부산광역시 기장군 일광면 일광로 77-7,,부산광역시 기장군,051-709-4174,35.263653,129.2320456,2016-10-17
8043,금지 면사무소,금지 면사무소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 금지면 금지순환길 917-27,전라북도 남원시 금지면 옹정리 301-1,전라북도 남원시청,063-620-6220,35.357385,127.304134,2016-09-02
8044,대강 면사무소,대강 면사무소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 대강면 섬진로 865,전라북도 남원시 대강면 사석리 728,전라북도 남원시청,063-620-6220,35.347352,127.227765,2016-09-02
8045,대산 면사무소,대산 면사무소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 대산면 운교1길 26,전라북도 남원시 대산면 운교리 592-1,전라북도 남원시청,063-620-6220,35.432131,127.325254,2016-09-02
8046,사매 면사무소,사매 면사무소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 사매면 오신1길 9-4,전라북도 남원시 사매면 오신리 593,전라북도 남원시청,063-620-6220,35.498372,127.360462,2016-09-02
8047,덕과 면사무소,덕과 면사무소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 덕과면 덕과월평길 3,전라북도 남원시 덕과면 고정리 522-1,전라북도 남원시청,063-620-6220,35.517077,127.352074,2016-09-02
8048,보절 면사무소,보절 면사무소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 보절면 신흥2길 17,전라북도 남원시 보절면 신파리 875-1,전라북도 남원시청,063-620-6220,35.513112,127.402584,2016-09-02
8049,산동 면사무소,산동 면사무소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 산동면 요천로 2919,전라북도 남원시 산동면 태평리 190,전라북도 남원시청,063-620-6220,35.492641,127.476042,2016-09-02
8050,이백 면사무소,이백 면사무소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 이백면 입촌길 16,전라북도 남원시 이백면 과립리 515-1,전라북도 남원시청,063-620-6220,35.426934,127.458051,2016-09-02
8051,인월 면사무소,인월 면사무소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 인월면 인월장터로 53,전라북도 남원시 인월면 서무리 628-3,전라북도 남원시청,063-620-6220,35.464215,127.600091,2016-09-02
8052,아영 면산무소,아영 면산무소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 아영면 아백로 380,전라북도 남원시 아영면 청계리 1-5,전라북도 남원시청,063-620-6220,35.508617,127.613072,2016-09-02
8053,산내 면사무소,산내 면사무소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 산내면 대정길 21,전라북도 남원시 산내면 대정리 692,전라북도 남원시청,063-620-6220,35.419112,127.623364,2016-09-02
8054,송동 보건지소,송동 보건지소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 송동면 송기길 58-1,전라북도 남원시 송동면 신평리 172-1,전라북도 남원시청,063-620-6220,35.355036,127.337215,2016-09-02
8055,주생금지 보건지소,주생금지 보건지소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 금지면 요천로 550,전라북도 남원시 금지면 옹정리 197-3,전라북도 남원시청,063-620-6220,35.358302,127.306246,2016-09-02
8056,대강 보건지소,대강 보건지소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 대강면 섬진로 863,전라북도 남원시 대강면 사석리 728-3,전라북도 남원시청,063-620-6220,35.347081,127.227781,2016-09-02
8057,대산 보건지소,대산 보건지소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 대산면 운교1길 20,전라북도 남원시 대산면 운교리 600,전라북도 남원시청,063-620-6220,35.431783,127.325682,2016-09-02
8058,사매 보건지소,사매 보건지소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 사매면 오신1길 8,전라북도 남원시 사매면 오신리 576-1,전라북도 남원시청,063-620-6220,35.497686,127.360022,2016-09-02
8059,덕과 보건지소,덕과 보건지소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 덕과면 덕오로 296,전라북도 남원시 덕과면 고정리 497-1,전라북도 남원시청,063-620-6220,35.513412,127.354541,2016-09-02
8060,보절 보건지소,보절 보건지소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 보절면 신흥2길 23,전라북도 남원시 보절면 신파리 875-1,전라북도 남원시청,063-620-6220,35.513112,127.402581,2016-09-02
8061,산동 보건지소,산동 보건지소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 산동면 요천로 2922,전라북도 남원시 산동면 태평리 148-5,전라북도 남원시청,063-620-6220,35.491776,127.476577,2016-09-02
8062,이백 보건지소,이백 보건지소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 이백면 과리길 14,전라북도 남원시 이백면 과립리 637,전라북도 남원시청,063-620-6220,35.426314,127.457244,2016-09-02
8063,인월 보건지소,인월 보건지소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 인월면 인월장터로 53,전라북도 남원시 인월면 서무리 628-3,전라북도 남원시청,063-620-6220,35.464215,127.600093,2016-09-02
8064,아영 보건지소,아영 보건지소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 아영면 아백로 384,전라북도 남원시 아영면 청계리 1-5,전라북도 남원시청,063-620-6220,35.508612,127.613075,2016-09-02
8065,산내 보건지소,산내 보건지소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 산내면 대정길 21,전라북도 남원시 산내면 대정리 692,전라북도 남원시청,063-620-6220,35.419116,127.623363,2016-09-02
8066,주천 하주보건진료소,주천 하주보건진료소,전라북도,남원시,관공서,SKT,T브로,2014-1-1,전라북도 남원시 주천면 고주로 1276,전라북도 남원시 주천면 주천리 539-10,전라북도 남원시청,063-620-6220,35.380143,127.405532,2016-09-02
